amount,payment_method,failure_code,retry_count,customer_history,recovered
16605.46,VISA,FRAUD_REVIEW,2,NEGATIVE,0
45362.54,WALLET,FUNDS_UNAVAILABLE,1,POSITIVE,0
14291.11,VISA,INSUFFICIENT_FUNDS,4,NEGATIVE,0
20063.15,MASTERCARD,EXPIRED_CARD,3,POSITIVE,1
10569.49,UPI,TIMEOUT,2,NEGATIVE,0
32772.4,VISA,INVALID_CARD,3,NEUTRAL,0
46100.65,WALLET,FUNDS_UNAVAILABLE,2,NEGATIVE,1
18499.35,MASTERCARD,FRAUD_REVIEW,3,NEUTRAL,0
28240.24,UPI,INSUFFICIENT_FUNDS,3,NEUTRAL,0
21818.47,UPI,INSUFFICIENT_FUNDS,0,NEGATIVE,1
23283.54,MASTERCARD,FUNDS_UNAVAILABLE,3,NEGATIVE,0
26328.95,AMEX,FRAUD_REVIEW,3,POSITIVE,0
23985.05,MASTERCARD,FUNDS_UNAVAILABLE,2,POSITIVE,1
14914.99,VISA,INSUFFICIENT_FUNDS,0,NEGATIVE,1
21360.69,VISA,FRAUD_REVIEW,4,NEUTRAL,0
29361.28,WALLET,DO_NOT_HONOR,0,NEGATIVE,0
9141.7,MASTERCARD,TIMEOUT,0,POSITIVE,1
35278.05,AMEX,FRAUD_REVIEW,3,NEGATIVE,0
17198.45,MASTERCARD,EXPIRED_CARD,1,POSITIVE,0
30281.83,VISA,TIMEOUT,4,POSITIVE,1
6010.58,MASTERCARD,FRAUD_REVIEW,3,NEGATIVE,0
32954.31,WALLET,FRAUD_REVIEW,2,NEGATIVE,0
30913.89,UPI,INVALID_CARD,0,POSITIVE,1
9701.94,VISA,EXPIRED_CARD,0,POSITIVE,1
7428.68,MASTERCARD,TIMEOUT,4,POSITIVE,1
38532.11,MASTERCARD,FRAUD_REVIEW,3,POSITIVE,0
45140.28,UPI,FRAUD_REVIEW,3,POSITIVE,0
29344.27,MASTERCARD,INVALID_CARD,4,NEUTRAL,0
592.14,UPI,TIMEOUT,3,NEGATIVE,0
36607.71,AMEX,DO_NOT_HONOR,3,NEUTRAL,0
29633.76,WALLET,FRAUD_REVIEW,1,NEGATIVE,0
1147.18,WALLET,NETWORK_ERROR,4,POSITIVE,1
32485.35,UPI,INSUFFICIENT_FUNDS,3,NEGATIVE,0
17468.85,UPI,DO_NOT_HONOR,1,NEUTRAL,0
23568.17,UPI,EXPIRED_CARD,4,POSITIVE,0
34311.71,WALLET,FRAUD_REVIEW,1,NEUTRAL,0
19640.49,UPI,NETWORK_ERROR,3,POSITIVE,0
14266.37,VISA,FRAUD_REVIEW,1,POSITIVE,1
30366.3,VISA,TIMEOUT,3,NEUTRAL,1
27930.16,VISA,NETWORK_ERROR,2,NEUTRAL,0
8900.8,WALLET,DO_NOT_HONOR,0,NEUTRAL,1
30954.63,VISA,EXPIRED_CARD,3,NEUTRAL,0
39287.31,VISA,INVALID_CARD,1,NEGATIVE,0
30293.62,VISA,DO_NOT_HONOR,3,NEUTRAL,0
37837.06,VISA,INSUFFICIENT_FUNDS,4,POSITIVE,0
8518.91,VISA,EXPIRED_CARD,2,POSITIVE,0
35466.54,WALLET,FRAUD_REVIEW,0,POSITIVE,0
16863.45,MASTERCARD,INSUFFICIENT_FUNDS,1,NEUTRAL,0
38507.12,VISA,EXPIRED_CARD,3,NEUTRAL,0
8728.84,AMEX,NETWORK_ERROR,3,NEUTRAL,0
12423.47,WALLET,TIMEOUT,1,POSITIVE,1
20787.79,UPI,FRAUD_REVIEW,4,NEGATIVE,0
1682.19,MASTERCARD,DO_NOT_HONOR,4,POSITIVE,1
15877.27,MASTERCARD,TIMEOUT,0,NEUTRAL,0
33076.77,MASTERCARD,DO_NOT_HONOR,4,NEUTRAL,0
44311.99,WALLET,INVALID_CARD,2,NEUTRAL,1
14133.08,WALLET,FUNDS_UNAVAILABLE,3,NEUTRAL,0
44401.47,WALLET,FRAUD_REVIEW,2,NEGATIVE,0
10025.33,AMEX,INSUFFICIENT_FUNDS,0,NEGATIVE,1
36309.91,MASTERCARD,INVALID_CARD,1,POSITIVE,1
15750.17,AMEX,FUNDS_UNAVAILABLE,0,POSITIVE,0
27088.65,AMEX,EXPIRED_CARD,2,NEGATIVE,0
25362.67,VISA,NETWORK_ERROR,2,NEGATIVE,0
6365.89,VISA,FRAUD_REVIEW,2,NEGATIVE,0
22766.73,MASTERCARD,EXPIRED_CARD,2,NEUTRAL,0
39282.51,WALLET,FUNDS_UNAVAILABLE,3,NEGATIVE,0
5440.3,WALLET,EXPIRED_CARD,2,NEUTRAL,1
35639.69,UPI,INSUFFICIENT_FUNDS,0,POSITIVE,1
6677.15,MASTERCARD,FRAUD_REVIEW,0,NEUTRAL,0
20257.13,WALLET,TIMEOUT,2,NEGATIVE,0
21286.43,UPI,FRAUD_REVIEW,3,POSITIVE,0
6530.77,UPI,FUNDS_UNAVAILABLE,4,NEGATIVE,0
10789.6,UPI,DO_NOT_HONOR,1,NEGATIVE,1
47600.72,WALLET,TIMEOUT,0,POSITIVE,1
14621.61,WALLET,FUNDS_UNAVAILABLE,0,NEUTRAL,1
18848.1,AMEX,FRAUD_REVIEW,0,POSITIVE,1
29563.29,VISA,INVALID_CARD,2,POSITIVE,1
37035.08,VISA,INSUFFICIENT_FUNDS,4,NEUTRAL,1
2425.19,UPI,INVALID_CARD,4,NEUTRAL,0
39111.2,UPI,FUNDS_UNAVAILABLE,1,NEGATIVE,0
38131.6,UPI,FUNDS_UNAVAILABLE,2,POSITIVE,0
33292.22,UPI,TIMEOUT,1,NEUTRAL,1
2481.82,UPI,INVALID_CARD,0,POSITIVE,0
28685.34,AMEX,INSUFFICIENT_FUNDS,4,POSITIVE,1
31011.46,WALLET,DO_NOT_HONOR,4,NEGATIVE,0
23896.62,VISA,INSUFFICIENT_FUNDS,4,POSITIVE,0
13893.13,MASTERCARD,EXPIRED_CARD,4,NEUTRAL,0
26770.48,AMEX,TIMEOUT,4,POSITIVE,0
46705.67,AMEX,TIMEOUT,1,NEUTRAL,1
26489.51,UPI,INVALID_CARD,0,POSITIVE,0
27180.61,AMEX,FUNDS_UNAVAILABLE,1,NEUTRAL,0
7880.52,UPI,FUNDS_UNAVAILABLE,0,NEGATIVE,0
9236.6,VISA,INVALID_CARD,3,POSITIVE,0
20758.58,AMEX,INVALID_CARD,3,POSITIVE,1
12133.22,WALLET,EXPIRED_CARD,3,NEGATIVE,0
19375.42,VISA,INVALID_CARD,0,NEUTRAL,0
20472.41,UPI,DO_NOT_HONOR,3,NEGATIVE,0
44330.56,AMEX,INSUFFICIENT_FUNDS,1,NEGATIVE,0
6453.45,WALLET,TIMEOUT,3,POSITIVE,0
25121.53,MASTERCARD,NETWORK_ERROR,4,POSITIVE,0
26969.27,UPI,FRAUD_REVIEW,0,POSITIVE,0
48063.5,WALLET,INVALID_CARD,1,POSITIVE,1
46106.17,AMEX,INVALID_CARD,3,NEUTRAL,0
10795.16,WALLET,INVALID_CARD,0,POSITIVE,0
28241.46,AMEX,INSUFFICIENT_FUNDS,3,NEGATIVE,0
7154.58,WALLET,INVALID_CARD,3,POSITIVE,0
47879.38,AMEX,NETWORK_ERROR,2,NEGATIVE,0
12447.23,AMEX,NETWORK_ERROR,1,NEUTRAL,0
16557.17,MASTERCARD,DO_NOT_HONOR,4,NEUTRAL,1
677.01,MASTERCARD,TIMEOUT,4,NEGATIVE,0
38170.77,WALLET,INSUFFICIENT_FUNDS,0,NEGATIVE,1
41637.78,UPI,INSUFFICIENT_FUNDS,2,NEUTRAL,0
18026.69,MASTERCARD,DO_NOT_HONOR,0,NEUTRAL,1
9810.94,VISA,EXPIRED_CARD,0,NEUTRAL,0
35518.05,MASTERCARD,INSUFFICIENT_FUNDS,4,NEGATIVE,0
35946.91,MASTERCARD,FRAUD_REVIEW,2,POSITIVE,0
45244.48,WALLET,EXPIRED_CARD,0,POSITIVE,0
31994.12,VISA,INVALID_CARD,4,NEGATIVE,0
27678.9,WALLET,FUNDS_UNAVAILABLE,0,NEGATIVE,1
3439.46,AMEX,EXPIRED_CARD,4,NEGATIVE,0
9754.21,VISA,INVALID_CARD,4,NEUTRAL,1
21470.3,VISA,NETWORK_ERROR,3,NEUTRAL,0
34072.64,UPI,FRAUD_REVIEW,2,NEGATIVE,0
44213.36,MASTERCARD,DO_NOT_HONOR,2,NEUTRAL,1
15948.85,UPI,EXPIRED_CARD,2,POSITIVE,0
40422.11,MASTERCARD,TIMEOUT,0,POSITIVE,1
16595.39,VISA,INSUFFICIENT_FUNDS,0,NEUTRAL,1
1396.37,AMEX,INVALID_CARD,1,POSITIVE,1
47948.37,VISA,NETWORK_ERROR,4,POSITIVE,0
38832.32,WALLET,FRAUD_REVIEW,0,NEGATIVE,0
6416.35,VISA,DO_NOT_HONOR,3,NEUTRAL,0
34729.51,MASTERCARD,DO_NOT_HONOR,3,POSITIVE,1
31384.02,VISA,INSUFFICIENT_FUNDS,0,NEGATIVE,1
42526.48,UPI,INSUFFICIENT_FUNDS,4,NEUTRAL,0
30058.88,WALLET,DO_NOT_HONOR,3,NEUTRAL,0
21519.67,WALLET,INSUFFICIENT_FUNDS,2,NEGATIVE,0
39189.87,UPI,NETWORK_ERROR,4,POSITIVE,1
811.97,VISA,EXPIRED_CARD,4,POSITIVE,0
12963.05,UPI,FRAUD_REVIEW,4,NEUTRAL,0
7056.1,VISA,DO_NOT_HONOR,1,NEUTRAL,1
25753.66,AMEX,INVALID_CARD,4,NEGATIVE,0
7540.97,AMEX,NETWORK_ERROR,2,NEUTRAL,0
25980.49,MASTERCARD,DO_NOT_HONOR,1,NEGATIVE,0
28060.61,VISA,TIMEOUT,2,POSITIVE,0
32099.63,MASTERCARD,INSUFFICIENT_FUNDS,2,POSITIVE,1
34800.12,UPI,NETWORK_ERROR,4,NEGATIVE,0
30881.94,UPI,NETWORK_ERROR,1,POSITIVE,1
39501.73,VISA,FRAUD_REVIEW,1,POSITIVE,0
34722.38,UPI,EXPIRED_CARD,1,NEUTRAL,0
47638.89,AMEX,TIMEOUT,1,NEUTRAL,1
49495.93,AMEX,DO_NOT_HONOR,0,NEUTRAL,1
5936.43,AMEX,FRAUD_REVIEW,1,NEGATIVE,0
38323.53,VISA,DO_NOT_HONOR,1,POSITIVE,1
11103.46,AMEX,FUNDS_UNAVAILABLE,2,NEGATIVE,1
9960.18,MASTERCARD,INVALID_CARD,0,POSITIVE,0
7034.73,VISA,NETWORK_ERROR,1,NEUTRAL,1
18608.1,AMEX,FUNDS_UNAVAILABLE,4,NEGATIVE,0
43943.71,VISA,INSUFFICIENT_FUNDS,1,POSITIVE,0
9745.73,UPI,NETWORK_ERROR,2,NEGATIVE,0
31879.92,VISA,EXPIRED_CARD,4,NEUTRAL,0
16518.49,VISA,INVALID_CARD,1,NEGATIVE,0
44314.55,MASTERCARD,INSUFFICIENT_FUNDS,3,NEGATIVE,0
8538.19,UPI,NETWORK_ERROR,3,NEGATIVE,0
16226.79,AMEX,FRAUD_REVIEW,3,NEUTRAL,0
20167.11,WALLET,DO_NOT_HONOR,1,POSITIVE,0
22713.59,MASTERCARD,TIMEOUT,1,NEUTRAL,1
18978.73,MASTERCARD,NETWORK_ERROR,2,NEGATIVE,1
37630.81,AMEX,FRAUD_REVIEW,4,NEUTRAL,0
2248.92,WALLET,NETWORK_ERROR,3,NEUTRAL,0
20565.85,UPI,NETWORK_ERROR,2,NEUTRAL,1
22196.09,AMEX,INSUFFICIENT_FUNDS,2,POSITIVE,1
25187.89,WALLET,INSUFFICIENT_FUNDS,2,POSITIVE,1
3753.16,VISA,EXPIRED_CARD,2,POSITIVE,0
12651.18,AMEX,EXPIRED_CARD,4,POSITIVE,0
37668.69,WALLET,INVALID_CARD,0,NEUTRAL,1
17462.29,UPI,TIMEOUT,4,NEGATIVE,1
32773.73,MASTERCARD,TIMEOUT,1,POSITIVE,1
10651.78,MASTERCARD,FRAUD_REVIEW,3,NEUTRAL,0
15791.13,MASTERCARD,TIMEOUT,3,POSITIVE,1
42676.62,VISA,NETWORK_ERROR,1,NEGATIVE,0
15417.48,VISA,FRAUD_REVIEW,2,NEUTRAL,0
21400.82,UPI,INVALID_CARD,2,NEGATIVE,1
39310.82,MASTERCARD,FUNDS_UNAVAILABLE,2,NEGATIVE,0
30229.54,WALLET,TIMEOUT,3,POSITIVE,0
3372.72,UPI,EXPIRED_CARD,3,POSITIVE,0
48104.52,AMEX,INSUFFICIENT_FUNDS,1,POSITIVE,1
9046.28,WALLET,FRAUD_REVIEW,0,POSITIVE,1
45585.0,UPI,INVALID_CARD,1,POSITIVE,1
26314.91,UPI,DO_NOT_HONOR,2,NEGATIVE,1
16473.25,UPI,TIMEOUT,1,POSITIVE,1
21036.98,VISA,TIMEOUT,1,POSITIVE,0
15625.91,UPI,FUNDS_UNAVAILABLE,4,NEGATIVE,0
29457.1,WALLET,FRAUD_REVIEW,2,POSITIVE,1
7306.06,VISA,TIMEOUT,4,POSITIVE,0
45533.07,UPI,FRAUD_REVIEW,3,NEGATIVE,1
4736.91,UPI,NETWORK_ERROR,2,NEUTRAL,0
40537.24,MASTERCARD,TIMEOUT,1,POSITIVE,0
36715.55,UPI,TIMEOUT,1,NEGATIVE,0
19798.86,VISA,EXPIRED_CARD,1,NEUTRAL,0
26979.33,VISA,EXPIRED_CARD,3,NEUTRAL,0
27730.63,AMEX,INSUFFICIENT_FUNDS,0,NEGATIVE,0
16435.45,UPI,FUNDS_UNAVAILABLE,2,POSITIVE,1
23215.94,VISA,FRAUD_REVIEW,3,NEUTRAL,0
42817.5,UPI,DO_NOT_HONOR,0,NEUTRAL,1
45873.42,AMEX,FRAUD_REVIEW,3,NEUTRAL,0
27511.74,MASTERCARD,FRAUD_REVIEW,1,NEUTRAL,0
42109.81,MASTERCARD,DO_NOT_HONOR,4,POSITIVE,1
6382.74,UPI,FUNDS_UNAVAILABLE,0,NEGATIVE,0
33933.68,MASTERCARD,FRAUD_REVIEW,2,POSITIVE,1
1915.35,WALLET,EXPIRED_CARD,3,NEGATIVE,1
31812.56,WALLET,INSUFFICIENT_FUNDS,3,NEGATIVE,0
2810.28,VISA,DO_NOT_HONOR,3,POSITIVE,0
18857.31,MASTERCARD,EXPIRED_CARD,0,POSITIVE,1
49466.67,AMEX,EXPIRED_CARD,0,POSITIVE,0
5010.84,MASTERCARD,FUNDS_UNAVAILABLE,0,NEUTRAL,1
40818.09,AMEX,EXPIRED_CARD,4,POSITIVE,0
19874.18,UPI,INSUFFICIENT_FUNDS,1,POSITIVE,1
16303.72,VISA,TIMEOUT,2,POSITIVE,1
23047.04,VISA,INVALID_CARD,4,NEUTRAL,1
44295.91,UPI,INVALID_CARD,4,NEUTRAL,0
5270.32,WALLET,FUNDS_UNAVAILABLE,2,POSITIVE,1
49074.51,UPI,FUNDS_UNAVAILABLE,2,POSITIVE,1
44221.56,AMEX,FRAUD_REVIEW,0,NEUTRAL,1
45622.74,UPI,TIMEOUT,4,NEGATIVE,0
25270.32,VISA,EXPIRED_CARD,0,NEGATIVE,0
6378.0,MASTERCARD,TIMEOUT,1,NEGATIVE,1
7050.26,UPI,INVALID_CARD,1,POSITIVE,1
32173.54,MASTERCARD,FRAUD_REVIEW,2,POSITIVE,0
32251.38,VISA,TIMEOUT,2,POSITIVE,1
36697.08,AMEX,EXPIRED_CARD,1,NEGATIVE,1
45900.37,MASTERCARD,EXPIRED_CARD,4,NEUTRAL,0
9340.56,VISA,INSUFFICIENT_FUNDS,3,POSITIVE,0
2794.92,MASTERCARD,EXPIRED_CARD,1,POSITIVE,1
27532.59,MASTERCARD,EXPIRED_CARD,4,POSITIVE,0
23460.3,MASTERCARD,EXPIRED_CARD,1,NEUTRAL,1
12598.68,AMEX,FRAUD_REVIEW,1,NEUTRAL,0
24162.3,AMEX,TIMEOUT,3,POSITIVE,0
21250.32,WALLET,TIMEOUT,1,NEUTRAL,1
19194.68,VISA,INVALID_CARD,4,NEGATIVE,0
36387.08,AMEX,TIMEOUT,3,NEUTRAL,0
18882.31,WALLET,FRAUD_REVIEW,0,NEUTRAL,1
23569.07,MASTERCARD,EXPIRED_CARD,0,POSITIVE,0
36572.36,AMEX,FRAUD_REVIEW,3,NEUTRAL,0
48530.53,AMEX,TIMEOUT,3,NEUTRAL,0
29497.79,UPI,DO_NOT_HONOR,0,NEUTRAL,0
8285.65,UPI,INVALID_CARD,2,NEGATIVE,0
31821.99,AMEX,DO_NOT_HONOR,3,NEUTRAL,0
12269.17,VISA,NETWORK_ERROR,0,NEGATIVE,0
7564.64,WALLET,FRAUD_REVIEW,1,NEUTRAL,0
29001.42,MASTERCARD,DO_NOT_HONOR,0,POSITIVE,1
45860.77,UPI,INSUFFICIENT_FUNDS,4,POSITIVE,0
8458.02,UPI,INVALID_CARD,2,NEGATIVE,0
32992.61,UPI,INVALID_CARD,3,NEGATIVE,0
5641.85,WALLET,NETWORK_ERROR,1,NEUTRAL,0
46514.84,UPI,INVALID_CARD,0,POSITIVE,0
278.61,VISA,TIMEOUT,4,NEUTRAL,0
36705.5,MASTERCARD,FUNDS_UNAVAILABLE,2,POSITIVE,0
10061.42,MASTERCARD,INSUFFICIENT_FUNDS,3,NEGATIVE,0
9444.77,VISA,FUNDS_UNAVAILABLE,1,NEUTRAL,0
43606.45,UPI,INSUFFICIENT_FUNDS,1,POSITIVE,1
19010.88,AMEX,INSUFFICIENT_FUNDS,2,POSITIVE,1
23999.28,VISA,DO_NOT_HONOR,0,NEUTRAL,0
559.89,WALLET,DO_NOT_HONOR,0,POSITIVE,1
561.65,WALLET,INVALID_CARD,3,NEUTRAL,0
30297.7,AMEX,NETWORK_ERROR,2,NEUTRAL,0
47061.35,UPI,TIMEOUT,4,POSITIVE,0
43679.26,VISA,DO_NOT_HONOR,3,NEGATIVE,0
41803.97,MASTERCARD,DO_NOT_HONOR,4,POSITIVE,0
14117.48,MASTERCARD,NETWORK_ERROR,3,NEGATIVE,0
43518.68,WALLET,TIMEOUT,1,POSITIVE,0
47885.85,AMEX,DO_NOT_HONOR,2,POSITIVE,0
36843.49,UPI,EXPIRED_CARD,4,NEUTRAL,0
30707.1,VISA,NETWORK_ERROR,3,NEUTRAL,0
42883.58,VISA,TIMEOUT,2,NEGATIVE,1
7329.44,WALLET,DO_NOT_HONOR,1,NEUTRAL,0
15207.15,WALLET,FRAUD_REVIEW,1,NEUTRAL,0
24211.99,WALLET,EXPIRED_CARD,1,POSITIVE,1
47221.65,VISA,INSUFFICIENT_FUNDS,3,NEGATIVE,1
46464.37,AMEX,TIMEOUT,2,POSITIVE,1
33363.45,VISA,FUNDS_UNAVAILABLE,4,NEGATIVE,0
4704.0,AMEX,EXPIRED_CARD,4,NEGATIVE,0
17292.64,UPI,TIMEOUT,1,POSITIVE,1
14690.63,VISA,INSUFFICIENT_FUNDS,2,NEGATIVE,0
9570.19,VISA,NETWORK_ERROR,1,NEUTRAL,0
28930.46,VISA,INVALID_CARD,0,NEGATIVE,0
42386.51,UPI,NETWORK_ERROR,2,NEGATIVE,0
6490.11,WALLET,EXPIRED_CARD,0,NEUTRAL,1
42647.63,AMEX,FUNDS_UNAVAILABLE,2,POSITIVE,1
22898.07,WALLET,INVALID_CARD,1,NEGATIVE,0
40104.33,VISA,NETWORK_ERROR,2,NEGATIVE,0
6348.51,WALLET,FRAUD_REVIEW,1,NEUTRAL,0
48331.49,VISA,NETWORK_ERROR,1,NEGATIVE,1
36686.37,MASTERCARD,DO_NOT_HONOR,1,NEUTRAL,0
15095.27,MASTERCARD,DO_NOT_HONOR,4,NEUTRAL,0
33959.35,AMEX,TIMEOUT,3,POSITIVE,0
14295.39,MASTERCARD,TIMEOUT,0,POSITIVE,1
39605.62,VISA,INVALID_CARD,3,NEGATIVE,0
7050.54,UPI,INVALID_CARD,1,POSITIVE,1
37469.45,VISA,NETWORK_ERROR,4,POSITIVE,0
49426.51,MASTERCARD,TIMEOUT,3,NEGATIVE,0
46314.07,VISA,NETWORK_ERROR,3,POSITIVE,0
6043.87,WALLET,NETWORK_ERROR,4,NEUTRAL,0
31423.23,UPI,EXPIRED_CARD,0,POSITIVE,1
24533.57,WALLET,FUNDS_UNAVAILABLE,3,NEGATIVE,0
33602.65,VISA,FRAUD_REVIEW,3,NEUTRAL,0
22366.89,VISA,INSUFFICIENT_FUNDS,0,POSITIVE,1
32142.18,WALLET,EXPIRED_CARD,0,NEGATIVE,0
28717.0,AMEX,INSUFFICIENT_FUNDS,4,POSITIVE,1
49997.72,UPI,INVALID_CARD,4,POSITIVE,1
3362.22,WALLET,FUNDS_UNAVAILABLE,3,NEGATIVE,1
27891.8,WALLET,FRAUD_REVIEW,0,NEGATIVE,0
27041.29,VISA,EXPIRED_CARD,0,POSITIVE,0
34821.75,VISA,FRAUD_REVIEW,2,POSITIVE,1
28839.04,MASTERCARD,INSUFFICIENT_FUNDS,4,NEUTRAL,0
1943.26,VISA,INVALID_CARD,2,NEGATIVE,0
48859.73,VISA,EXPIRED_CARD,2,POSITIVE,0
26068.26,AMEX,FRAUD_REVIEW,1,NEGATIVE,0
15784.22,AMEX,EXPIRED_CARD,0,NEGATIVE,0
12007.6,MASTERCARD,FUNDS_UNAVAILABLE,2,POSITIVE,0
30186.79,MASTERCARD,NETWORK_ERROR,2,POSITIVE,0
21216.35,WALLET,INVALID_CARD,2,NEUTRAL,0
8333.3,UPI,INSUFFICIENT_FUNDS,2,NEGATIVE,0
34786.87,WALLET,EXPIRED_CARD,0,NEGATIVE,0
49768.89,MASTERCARD,NETWORK_ERROR,4,NEGATIVE,0
25669.09,MASTERCARD,TIMEOUT,1,NEUTRAL,0
21794.63,VISA,EXPIRED_CARD,0,NEUTRAL,1
5677.51,WALLET,TIMEOUT,0,NEUTRAL,1
18268.41,AMEX,INVALID_CARD,1,POSITIVE,1
5077.75,MASTERCARD,TIMEOUT,0,POSITIVE,1
36470.71,AMEX,FRAUD_REVIEW,0,NEGATIVE,0
28693.47,AMEX,INVALID_CARD,4,POSITIVE,0
8703.22,UPI,FUNDS_UNAVAILABLE,2,NEGATIVE,0
39479.62,WALLET,TIMEOUT,3,NEGATIVE,0
672.97,WALLET,FUNDS_UNAVAILABLE,1,POSITIVE,1
36824.03,VISA,NETWORK_ERROR,1,NEGATIVE,0
35397.98,MASTERCARD,FRAUD_REVIEW,2,NEUTRAL,0
13935.98,UPI,EXPIRED_CARD,2,NEGATIVE,0
47383.24,UPI,NETWORK_ERROR,0,NEGATIVE,1
36551.66,VISA,FUNDS_UNAVAILABLE,4,POSITIVE,1
14435.37,UPI,DO_NOT_HONOR,3,NEGATIVE,0
36593.71,UPI,FRAUD_REVIEW,4,NEGATIVE,0
44426.41,VISA,TIMEOUT,0,NEGATIVE,1
41603.59,VISA,TIMEOUT,4,NEGATIVE,0
49712.25,WALLET,DO_NOT_HONOR,4,NEUTRAL,0
33791.2,WALLET,EXPIRED_CARD,1,POSITIVE,1
6839.28,AMEX,DO_NOT_HONOR,3,NEUTRAL,0
18789.53,VISA,NETWORK_ERROR,1,NEGATIVE,0
42918.75,AMEX,INVALID_CARD,3,NEUTRAL,0
311.27,WALLET,TIMEOUT,1,NEUTRAL,0
47964.92,WALLET,DO_NOT_HONOR,3,NEGATIVE,0
3063.34,VISA,FRAUD_REVIEW,2,NEUTRAL,0
456.69,MASTERCARD,TIMEOUT,2,POSITIVE,1
24703.9,VISA,FUNDS_UNAVAILABLE,3,POSITIVE,0
544.14,AMEX,EXPIRED_CARD,3,NEUTRAL,0
18351.89,MASTERCARD,INVALID_CARD,0,NEUTRAL,0
22079.96,MASTERCARD,NETWORK_ERROR,3,POSITIVE,1
43551.6,MASTERCARD,INSUFFICIENT_FUNDS,1,NEUTRAL,1
19848.39,AMEX,DO_NOT_HONOR,1,NEGATIVE,1
24068.89,AMEX,INSUFFICIENT_FUNDS,3,NEUTRAL,0
40031.04,MASTERCARD,NETWORK_ERROR,3,NEGATIVE,0
37146.28,UPI,FUNDS_UNAVAILABLE,0,POSITIVE,1
6480.95,AMEX,DO_NOT_HONOR,1,POSITIVE,1
17238.62,WALLET,DO_NOT_HONOR,3,NEUTRAL,1
24399.28,UPI,EXPIRED_CARD,4,POSITIVE,0
9505.64,AMEX,INSUFFICIENT_FUNDS,2,NEGATIVE,1
41066.35,MASTERCARD,FRAUD_REVIEW,0,NEGATIVE,0
30632.8,MASTERCARD,FUNDS_UNAVAILABLE,1,POSITIVE,1
2110.65,MASTERCARD,FUNDS_UNAVAILABLE,3,POSITIVE,0
4728.58,VISA,TIMEOUT,3,NEGATIVE,0
31738.84,MASTERCARD,EXPIRED_CARD,2,NEUTRAL,0
25591.21,VISA,INVALID_CARD,0,NEUTRAL,1
47161.34,UPI,EXPIRED_CARD,2,POSITIVE,1
226.69,AMEX,EXPIRED_CARD,2,NEUTRAL,0
30404.79,UPI,FUNDS_UNAVAILABLE,2,NEUTRAL,1
15356.96,VISA,DO_NOT_HONOR,4,POSITIVE,1
37116.35,AMEX,NETWORK_ERROR,1,NEGATIVE,1
29299.5,VISA,INSUFFICIENT_FUNDS,1,NEGATIVE,0
6193.65,WALLET,EXPIRED_CARD,1,NEGATIVE,0
5112.14,WALLET,NETWORK_ERROR,2,NEGATIVE,0
38097.2,WALLET,FUNDS_UNAVAILABLE,0,POSITIVE,1
27614.68,AMEX,NETWORK_ERROR,2,NEUTRAL,0
6047.96,UPI,INSUFFICIENT_FUNDS,3,NEUTRAL,0
47631.72,VISA,FUNDS_UNAVAILABLE,4,NEUTRAL,0
6620.92,VISA,DO_NOT_HONOR,1,NEGATIVE,0
24852.29,WALLET,INSUFFICIENT_FUNDS,1,NEUTRAL,0
19330.69,UPI,TIMEOUT,4,NEUTRAL,1
379.31,WALLET,EXPIRED_CARD,4,NEGATIVE,1
46445.64,WALLET,FRAUD_REVIEW,4,NEGATIVE,0
13089.96,MASTERCARD,INVALID_CARD,2,NEGATIVE,0
11351.69,WALLET,EXPIRED_CARD,2,POSITIVE,0
47113.89,AMEX,FUNDS_UNAVAILABLE,2,POSITIVE,1
12600.6,MASTERCARD,INSUFFICIENT_FUNDS,0,NEGATIVE,1
30336.94,AMEX,NETWORK_ERROR,0,NEGATIVE,0
13349.1,MASTERCARD,TIMEOUT,4,NEUTRAL,0
3051.72,VISA,NETWORK_ERROR,1,NEGATIVE,0
9001.41,VISA,INSUFFICIENT_FUNDS,3,NEGATIVE,0
31386.24,WALLET,EXPIRED_CARD,3,POSITIVE,0
10355.15,UPI,FUNDS_UNAVAILABLE,3,POSITIVE,0
21808.4,MASTERCARD,FRAUD_REVIEW,0,NEUTRAL,0
9414.4,MASTERCARD,EXPIRED_CARD,4,NEUTRAL,0
9184.25,AMEX,DO_NOT_HONOR,2,POSITIVE,0
40911.46,WALLET,EXPIRED_CARD,0,POSITIVE,1
12413.64,UPI,INSUFFICIENT_FUNDS,4,POSITIVE,0
40438.04,WALLET,INSUFFICIENT_FUNDS,3,NEUTRAL,1
41362.8,VISA,FUNDS_UNAVAILABLE,1,POSITIVE,1
46942.2,WALLET,DO_NOT_HONOR,0,POSITIVE,1
40949.12,VISA,EXPIRED_CARD,1,NEUTRAL,0
44641.04,MASTERCARD,INVALID_CARD,2,NEUTRAL,1
2982.6,AMEX,INSUFFICIENT_FUNDS,0,POSITIVE,1
14977.58,WALLET,TIMEOUT,1,POSITIVE,0
1395.24,UPI,TIMEOUT,1,NEUTRAL,0
11449.04,UPI,INSUFFICIENT_FUNDS,3,POSITIVE,0
11381.22,AMEX,NETWORK_ERROR,0,NEGATIVE,1
18152.58,VISA,DO_NOT_HONOR,4,POSITIVE,1
26617.94,WALLET,FUNDS_UNAVAILABLE,3,POSITIVE,0
34420.6,WALLET,INVALID_CARD,2,POSITIVE,1
25062.69,AMEX,INVALID_CARD,0,POSITIVE,0
